25797,3.642857142857143,7.0
6873,3.3203309692671397,1269.0
25798,3.8333333333333335,6.0
25795,3.839622641509434,53.0
6871,2.9186046511627906,43.0
6872,1.3225108225108224,231.0
46653,3.8260869565217392,23.0
6870,3.8462749213011542,3812.0
52042,3.8776824034334765,233.0
531,3.5730110775427995,3972.0
530,3.210526315789474,19.0
2951,3.945379436964504,3268.0
6869,3.825,160.0
2950,2.431168831168831,1925.0
6868,3.294573643410853,258.0
6867,3.9906542056074765,1605.0
535,3.779134785167746,3398.0
1821,3.126008064516129,992.0
6866,3.090909090909091,11.0
2952,3.7385141739980448,1023.0
534,3.8846784776902887,3048.0
1822,1.8271028037383177,107.0
25793,3.3636363636363638,22.0
6865,2.388888888888889,9.0
2955,1.75,18.0
533,2.949442839455221,2423.0
2954,2.5,11.0
1820,2.9125,40.0
6864,3.8160919540229883,87.0
532,3.0505023079011675,3683.0
2957,3.125,12.0
1825,2.68859649122807,114.0
539,3.5379320531757754,16925.0
2956,3.136998254799302,573.0
538,3.714973594283939,3219.0
1826,1.1752136752136753,234.0
2959,4.190033059875107,16334.0
537,3.1666666666666665,2211.0
2958,2.6,5.0
536,3.252783964365256,449.0
1824,3.0652173913043477,299.0
1829,3.103448275862069,174.0
1827,3.8502377179080822,631.0
6882,3.3867924528301887,159.0
46664,4.0,7.0
6883,3.1,115.0
6884,3.38860103626943,193.0
52037,3.272727272727273,22.0
6885,2.574349442379182,269.0
25788,3.793286219081272,283.0
25789,4.25,2.0
6880,2.7575528700906347,662.0
6881,3.656081081081081,740.0
2940,4.004570383912249,547.0
540,2.7053482997689007,3029.0
3,3.150385109114249,7790.0
2,3.208070146276596,12032.0
6879,3.618583495776478,1539.0
1,3.928768573481039,26449.0
542,2.890766301761066,2101.0
541,4.151573912481417,15471.0
6876,3.140625,32.0
544,2.9376854599406528,1348.0
2944,3.8922155688622753,3841.0
7,3.365017361111111,8064.0
6,3.813011098130841,13696.0
543,3.2515256588072123,7210.0
2943,3.6827485380116958,684.0
6875,3.4444444444444446,45.0
25783,3.0,4.0
5,3.0774351786965664,7135.0
1810,3.506318449873631,2374.0
2942,2.9199101796407185,2004.0
546,2.0479274611398965,3088.0
25782,3.75,4.0
545,2.6470588235294117,34.0
1811,3.2211538461538463,52.0
2941,3.5220820189274447,1268.0
4,2.860544217687075,1764.0
6877,3.433333333333333,15.0
1812,3.142857142857143,133.0
2948,3.7353262353262355,3663.0
548,2.9273029966703663,1802.0
2947,3.772452068617558,5946.0
547,2.821969696969697,528.0
58898,3.375,4.0
2946,3.7439320388349513,1236.0
9,2.9968228752978554,2518.0
1814,3.3175675675675675,148.0
1815,2.8,5.0
549,3.872549019607843,918.0
8,3.131256952169077,899.0
2945,2.7736842105263158,95.0
1816,2.8644444444444446,450.0
1817,2.797872340425532,47.0
1819,3.75,12.0
2949,3.7324331771837973,3629.0
51498,1.9444444444444444,9.0
6891,2.125,4.0
