50782,6711,5
50782,6934,1.5
50782,7458,0.5
50782,8361,0.5
50782,8622,5
50782,8640,1
50782,8973,5
50783,1,2.5
50783,2,2.5
50783,10,2.5
50783,12,4
50783,19,3
50783,32,3
50783,34,1
50783,44,2.5
50783,70,3
50783,112,4
50783,145,3
50783,150,3
50783,153,2
50783,173,3
50783,175,3.5
50783,185,2.5
50783,196,3.5
50783,231,3
50783,288,4
50783,296,5
50783,315,3
50783,353,4.5
50783,355,2
50783,356,4
50783,367,3.5
50783,377,2.5
50783,380,3
50783,382,3
50783,434,3
50783,435,3
50783,442,3.5
50783,455,2
50783,466,3
50783,480,3
50783,485,3.5
50783,502,0.5
50783,543,3
50783,546,2
50783,586,3
50783,588,2.5
50783,590,3
50783,592,4
50783,593,3.5
50783,610,3
50783,653,2.5
50783,673,2
50783,733,3
50783,737,3.5
50783,743,3
50783,780,3
50783,784,3.5
50783,786,3
50783,788,2.5
50783,858,4
50783,968,4
50783,1036,4
50783,1064,3.5
50783,1080,4
50783,1097,1
50783,1127,3.5
50783,1129,3.5
50783,1136,5
50783,1198,3
50783,1200,5
50783,1206,3.5
50783,1214,4
50783,1215,4
50783,1219,3
50783,1220,3
50783,1222,3
50783,1240,4
50783,1241,4
50783,1255,5
50783,1258,5
50783,1259,3
50783,1261,5
50783,1262,3
50783,1265,2.5
50783,1270,3
50783,1287,3.5
50783,1291,3
50783,1320,3
50783,1321,3
50783,1327,4
50783,1328,2.5
50783,1339,4
50783,1342,3
50783,1347,4.5
50783,1350,3.5
50783,1377,3
50783,1387,3.5
50783,1391,3.5
50783,1407,3
50783,1485,3
50783,1499,2.5
50783,1527,3
50783,1562,1
50783,1573,3
50783,1580,2.5
50783,1587,4
50783,1588,2.5
50783,1591,3
50783,1599,2
50783,1603,2.5
50783,1644,2
50783,1665,3
50783,1676,3
50783,1682,3
50783,1687,3.5
50783,1702,0.5
50783,1717,2.5
50783,1721,2.5
50783,1722,2.5
50783,1732,2.5
50783,1831,0.5
50783,1876,1.5
50783,1882,2.5
50783,1923,2.5
50783,1954,5
50783,1968,3
50783,1974,5
50783,1975,3.5
50783,1982,3
50783,1983,3
50783,1994,3
50783,1997,3
50783,2000,3
50783,2003,3
50783,2006,1.5
50783,2011,0.5
50783,2012,1.5
50783,2028,3.5
50783,2053,2
50783,2054,2
50783,2061,3
50783,2111,2.5
50783,2113,3.5
50783,2115,3.5
50783,2121,3.5
50783,2160,4
50783,2167,3.5
50783,2174,3.5
50783,2194,3
50783,2232,2.5
50783,2273,3
50783,2291,1.5
50783,2296,3.5
50783,2315,3
50783,2328,3
50783,2353,2.5
50783,2355,2.5
50783,2366,4.5
50783,2367,2.5
50783,2368,1.5
50783,2378,4
50783,2404,3.5
50783,2409,4
50783,2420,3
50783,2421,3
50783,2448,2
50783,2455,3.5
50783,2459,5
50783,2513,3
50783,2516,2.5
50783,2529,3
50783,2571,2.5
50783,2600,1.5
50783,2616,3
50783,2617,3
50783,2633,4
50783,2634,3
50783,2640,4
50783,2641,3.5
50783,2656,3
50783,2657,2
50783,2694,2
50783,2699,3.5
50783,2706,4
50783,2710,3
50783,2712,3
50783,2716,3.5
50783,2717,3
50783,2719,2.5
50783,2722,2.5
50783,2747,5
50783,2759,2.5
50783,2762,3
50783,2780,3
50783,2791,4
50783,2793,2.5
50783,2798,0.5
50783,2799,0.5
50783,2840,2.5
50783,2858,3
50783,2862,3
50783,2867,3
50783,2890,2.5
50783,2901,3
50783,2902,3
50783,2916,4
50783,2959,3
50783,2974,2
50783,2976,2
50783,2985,4
50783,2995,2.5
50783,3016,5
50783,3017,3.5
50783,3018,4.5
50783,3033,4
50783,3081,3
50783,3082,1.5
50783,3105,1.5
50783,3113,2.5
50783,3147,3
50783,3198,3.5
50783,3253,4
50783,3254,3.5
50783,3258,3
50783,3273,2.5
50783,3316,0.5
50783,3344,4
50783,3354,0.5
