1000,kmh1234-wd4321-iamawesome6789,0,0,0,0
1001,ca6faa08-232e-4ac1-a364-13c062fd3ae4,0,0,0,0
1002,rdb,0,0,0,0
1003,skins428,0,0,0,0
1004,ergunner,0,0,0,0
1005,886a2ea4-6356-46fd-a904-6e22ff83b8bf,0,0,0,0
1006,jewelhuq,0,0,0,0
1007,kdarm,0,0,0,0
1008,be0e8990-91c1-453b-a087-81feeadde37b,0,0,0,0
1009,mypetrock,0,0,0,0
100,deyaeddin-s-y-muhammad,0,0,0,0
1010,8965a9a8-88a4-4a8b-b0c6-89a36457605e,0,0,0,0
1011,8da3204f-75cc-4457-8b9b-aea3543ade60,0,0,0,0
1012,af568f6a-7a88-40a0-a735-ed56c50afdc4,0,0,0,0
1013,f59ac70b-0740-4666-b3b0-49dc6de85651,0,0,0,0
1014,MH_IRL,0,0,0,0
1015,790913bc-cef1-458e-83f9-9212343974b2,0,0,0,0
1016,rem,0,0,0,0
1017,0609bd4e-d790-4f95-8e68-20d3109edda5,0,0,0,0
1018,44144ad4-f989-403c-8705-c6196b067f06,0,0,0,0
1019,f6503f74-2afd-45b4-b430-047a40323c71,0,0,0,0
101,hikmat,0,0,0,0
1020,e6b9ce06-2513-497a-993f-9d2c8a5853f5,0,0,0,0
102,1015409144,0,0,0,0
1021,ef399b9f-e632-4595-a05c-03b6cfe7a1ca,0,0,0,0
1022,Nanashi_ratings,0,0,0,0
1023,zienit,0,0,0,0
1024,d0f78081-759d-409f-b369-450c81fd11ba,0,0,0,0
1025,70bb4193-0bfd-4e7a-8b99-cdf7b4f99a1a,0,0,0,0
1026,f1e2cd92-a753-429b-9a6c-fc6509d41935,0,0,0,0
1027,1067c509-fba0-4f41-98ab-6aa5cd6d772e,0,0,0,0
1028,Sujoy_Grouplens,0,0,0,0
1029,1q2w3e4r5t6y7u8i9o0p,0,0,0,0
103,07278a55-b2ef-4d8c-8fd7-746bc8a959d2,0,0,0,0
1030,f1a00ac3-0b91-4538-bb81-f8f99213f1aa,0,0,0,0
1031,a36462fa-de2a-45a9-b3cc-14bc6a278279,0,0,0,0
1032,91342cab-751c-41b2-999b-ce746a5df547,0,0,0,0
1033,dd318bae-96c8-439b-bf3d-8007eff32813,0,0,0,0
1034,891ab0b6-8bd2-44a8-b092-75df21cd2659,0,0,0,0
1035,06bbe974-82f7-45ac-b2fa-7baf7f3df4ec,0,0,0,0
1036,9d06be9e-168e-4fcf-8f0b-0ed2e8080dd9,0,0,0,0
1037,9445fc84-1672-4d97-8d81-1119181a8916,0,0,0,0
1038,FrenzyC,0,0,0,0
1039,ccc9d94c-cff7-4b10-a0b5-57c4879cb039,0,0,0,0
1040,matt-b-nova-dublin,0,0,0,0
1041,9a2b677b-12c1-4f1d-9286-32164448ab5b,0,0,0,0
10,419c9f5a-0e6c-4e82-beaf-8912ca3955a9,0,0,0,0
1042,d740a039-814a-4f1c-afc0-f2d662b03786,0,0,0,0
1043,bcde59ba-774f-46e0-a1ac-a69999d9451b,0,0,0,0
1044,798d5689-eec1-442b-9674-05cdde662ed5,0,0,0,0
1045,all_good,0,0,0,0
1046,cd5791e9-96b6-40bf-968b-ec1b1332de17,0,0,0,0
1047,58e22633-b3a4-40bd-b124-87e9e0bb5c0f,0,0,0,0
1048,12c50a47-583f-4a3f-8028-8cc7898ea8fa,0,0,0,0
1049,Wildfire,0,0,0,0
104,reneincer,0,0,0,0
1050,47a3021e-daeb-4523-b195-83bcc7b78461,0,0,0,0
1051,Liam Clancy (metafeather),0,0,0,0
1052,775880cc-2ff6-4d9a-a246-18305649497b,0,0,0,0
1053,f9e6ac61-bd8d-4065-a6d6-61594432b6cb,0,0,0,0
1054,krmovieratingsv2sept0313,0,0,0,0
1055,Cyrix,0,0,0,0
1056,mani,0,0,0,0
1057,ee93b2ad-4ad5-46ad-828d-8dfab1fec3fa,0,0,0,0
1058,9c774ae7-31a5-4f7b-8807-7020c4fcfc05,0,0,0,0
1059,owlsmoor,0,0,0,0
105,marcelcaraciolo,0,0,0,0
1060,1f6fa1fe-27e0-4e0b-a514-94e6404e4293,0,0,0,0
1061,kovacs,0,0,0,0
1062,movieratingsforsi,0,0,0,0
1063,73b275df-b396-409d-adb8-1fe434f4449d,0,0,0,0
1064,111fde93-21d5-4686-9e87-e89236738ee3,0,0,0,0
1065,b2d0f680-c5f2-44d7-a75f-c6ac00b4388c,0,0,0,0
1066,jar-ratings,0,0,0,0
1067,70c941fa-0efd-4705-9263-9c9470704b04,0,0,0,0
1068,de4015c6-154e-47a0-8315-84bfbedae4df,0,0,0,0
1069,c13727b2-7a04-47e1-8d67-b6ef9742007b,0,0,0,0
106,masood2013,0,0,0,0
1070,f0496057-84ad-4fff-b360-cc0038005f90,0,0,0,0
1071,mk1stratings,0,0,0,0
1072,e7fad0f2-8a4b-40d1-8e24-59e868389c1c,0,0,0,0
1073,e9567e12-67ac-4a45-8548-1e967acbef23,0,0,0,0
1074,1dfe68e3-3b6e-48c4-a0d1-7ec3e82da9d1,0,0,0,0
1075,5d27f50c-8cf0-4221-bbda-2b8aeb445bad,0,0,0,0
1076,1cafc0b3-3e2a-4f17-8b78-36a0889b2dc6,0,0,0,0
1077,7cef2bb5-4f88-41de-ba59-7ecbf9a4273b,0,0,0,0
1078,epaminondas,0,0,0,0
1079,donutzdelights,0,0,0,0
107,9f8818f2-aab3-4a5e-8f60-21b0de8563cd,0,0,0,0
1080,0df9f45f-2762-42ce-bd4a-756e8aed7d5b,0,0,0,0
1081,ingomarder,0,0,0,0
1082,8eb96cf7-8645-40c1-9aa0-84a07fc07b4e,0,0,0,0
1083,05acb637-ed1a-4d09-9c22-60a281648edb,0,0,0,0
1084,cad07192-1106-4763-bed7-80b739311350,0,0,0,0
1085,UK123456789,0,0,0,0
1086,AshwinThota,0,0,0,0
1087,05aac3fa-1316-4a28-a025-95e4c36fa19d,0,0,0,0
1088,qazwsx,0,0,0,0
1089,088290dc-3a0c-4b61-8140-b41189c3de9f,0,0,0,0
108,d97785d1-5a8c-4ea1-83c5-19874af12eca,0,0,0,0
1090,my-recommender-ratings,0,0,0,0
1091,adbf1216-bfa4-4fe3-9067-91bc1f3919f1,0,0,0,0
1092,Guildenstern,0,0,0,0
1093,be51092f-2a72-4358-8040-94b4a5a67cda,0,0,0,0
109,3ffff7d0-a976-4b34-9175-fb67f4f10590,0,0,0,0
1094,vagarishgl,0,0,0,0
1095,eljefe145,0,0,0,0
1096,make_it_selectable_please,0,0,0,0
1097,35325f58-6411-41f0-bff5-3e8709456c94,0,0,0,0
1098,733ee38a-9beb-485b-aec6-2f23fffb6bc2,0,0,0,0
1099,kha,0,0,0,0
1100,idelim_ratings,0,0,0,0
1101,075a6834-c581-4eb8-9af2-85f6041d2af3,0,0,0,0
110,1.12E+17,0,0,0,0
1102,rj2013_ireland,0,0,0,0
1103,862262b2-df52-4d5d-a166-638dbe6fc2d2,0,0,0,0
1104,0ebe1de5-4df4-4678-a077-989016519f7c,0,0,0,0
1105,mooveemowgull,0,0,0,0
1106,juanzumaran,0,0,0,0
1107,1f3198a2-4ee8-4ff5-93d7-1655f25383d8,0,0,0,0
1108,0978c8c3-3214-4641-af38-f4cc157f62da,0,0,0,0
1109,bb484271-7d00-4691-a053-6c25e4e0f0d9,0,0,0,0
1110,a83da9d2-d7f7-4440-8b4e-2d3c425960fa,0,0,0,0
1111,f84j81hop983,0,0,0,0
1112,c70cbffc-e1f6-491c-8c72-16fc33688f91,0,0,0,0
1113,5f9a1520-ebad-4aed-9268-10ee4ec72826,0,0,0,0
1114,davidan,0,0,0,0
1115,artem,0,0,0,0
1116,sricharan,0,0,0,0
1117,c676fd01-119d-4fdd-b9c5-ec90317e0809,0,0,0,0
1118,95b50276-05c8-4beb-92be-73721fed0154,0,0,0,0
1119,ptorres,0,0,0,0
111,enrique,0,0,0,0
1120,r227785-t230476k,0,0,0,0
1121,60af4fef-f264-49a4-9633-9a1d9d71888e,0,0,0,0
112,1e0a760e-de15-4828-8d23-a11ceb88436b,0,0,0,0
1122,e4ac92a4-0e26-43f2-9d51-d28b4b58316f,0,0,0,0
1123,green-round-bird,0,0,0,0
1124,798e73b9-ea34-447e-a8d7-dbbb7c565f1e,0,0,0,0
1125,edf1d07b-0d57-484a-a4cf-ee0e0faac861,0,0,0,0
1126,seinberg,0,0,0,0
1127,21d449be-1511-4165-998b-0ebc452cee77,0,0,0,0
1128,76fe055a-a47c-4970-9e06-e721cc1c861d,0,0,0,0
1129,1384838b-497d-4ca3-87c7-20908472ded2,0,0,0,0
1130,b5945445-a778-4599-877c-da91315ddc28,0,0,0,0
1131,movie-goer-herndon-va,0,0,0,0
1132,b9405e5d-1a19-446c-8836-eae36aedea25,0,0,0,0
1133,poiuy1234567890,0,0,0,0
1134,11a3fd2e-24fc-40e1-bc28-852b51bbd10b,0,0,0,0
1135,21494509-80d3-4cdd-bef5-347c0dc0163f,0,0,0,0
1136,baf15e88-f87c-4421-a867-42fdcbbea00f,0,0,0,0
1137,ee278b28-82d0-4c01-ab58-3bbc49b565cd,0,0,0,0
1138,0ec6cfd3-343e-48f5-8388-616d8d3374e2,0,0,0,0
1139,xamdam,0,0,0,0
113,yogimogi_key,0,0,0,0
1140,NeeravKumar,0,0,0,0
1141,marcelino,0,0,0,0
1142,chokveen,0,0,0,0
1143,a6cbb69a-3b48-4ee6-b6a7-08ef322563a8,0,0,0,0
1144,aumdaf13,0,0,0,0
1145,Pixel,0,0,0,0
1146,5f736bef-ff6b-40a3-be29-56b99ac44060,0,0,0,0
1147,avalon peregrinus,0,0,0,0
1148,90871e0d-80ec-4b57-8a3a-69985ed49f9c,0,0,0,0
1149,jareo6,0,0,0,0
114,okstate-stillwater-hadoop-test100,0,0,0,0
1150,iwatchedeverymovieinthe90s,0,0,0,0
1151,9a948d2f-f38f-459e-97bf-1358b365cf52,0,0,0,0
1152,29b0ea92-840e-4da2-a3b8-4e6ca20e6d54,0,0,0,0
1153,5EF09FCE-A8AC-4049-A018-EEE84030ECB5,0,0,0,0
1154,6a3641ba-5967-446a-90ee-110999e19ac8,0,0,0,0
1155,008bb44d-bf5e-4c38-bc9e-674675f20f79,0,0,0,0
1156,9a7f724b-2977-4cef-9628-ad8d52bef2cf,0,0,0,0
1157,24bc1244-335c-4cb7-80c1-4b60733ac017,0,0,0,0
1158,42,0,0,0,0
1159,ed15aea6-e66b-4f78-9026-8ab997df5e84,0,0,0,0
115,c58570f7-875c-4ed7-84b4-a159b266e81a,0,0,0,0
1160,skyl,0,0,0,0
116,1e43bb42-00d7-40c3-8529-07f437727fbc,0,0,0,0
1161,gc,0,0,0,0
1162,daa26999-cd18-45c8-bddd-6f2f8eab2c32,0,0,0,0
1163,e56f2356-58d3-4e9e-b72f-4cb422695cf4,0,0,0,0
1164,c2c3e0a5-4ea7-45ed-b3c2-dcb2a6c22676,0,0,0,0
1165,b192e28c-2bc2-471d-92e3-999c1d3bd851,0,0,0,0
1166,6df9e617-f957-49b1-b39d-99751250e640,0,0,0,0
1167,78301c1c-c765-4aaa-be3b-16a70f97147f,0,0,0,0
1168,f2470a40-dc77-4f72-919e-36d3c3b49a9e,0,0,0,0
1169,ad8f2a5b-73e2-45a7-86b5-3ab2ab12e3f3,0,0,0,0
1170,bencarpenter,0,0,0,0
1171,4c77a09e-b1c7-4721-9b64-ef96a0e9fbc7,0,0,0,0
1172,tonyren,0,0,0,0
1173,binarylion,0,0,0,0
1174,f507c6fb-6aec-406a-ba96-30037dc2cb5b,0,0,0,0
1175,f3ea2b1a-32c7-4e40-b5ba-8da16fb9c0b0,0,0,0,0
1176,db648b8a-5a0d-4571-92fb-3c7dcc11111d,0,0,0,0
1177,ecf4d4c4-e7a0-4cb1-837a-c9c432d35ea4,0,0,0,0
1178,rememberkey,0,0,0,0
1179,0bed5b6b-da4c-440f-b88b-d35799be4895,0,0,0,0
117,95049f0a-f2de-4e88-9eb0-d317011e708a,0,0,0,0
11,79dcf755-db27-4db7-8e78-e34864e211e3,0,0,0,0
1180,3fb50c20-f3d6-48c7-be4f-e32686681568,0,0,0,0
1181,4c7801cf-c922-4f23-b6d9-50317e11a88a,0,0,0,0
1182,42a60e37-eb06-4758-9f91-c71b472ba4fa,0,0,0,0
1183,RJB9491,0,0,0,0
1184,909090xyz,0,0,0,0
1185,2619727f-47d5-4a25-9e62-16b51d6386e1,0,0,0,0
1186,30bad9b4-2602-49a0-8982-fedc051c3788,0,0,0,0
1187,NoVaRating67,0,0,0,0
1188,38ac07b3-a01d-46aa-a13a-50182e74e7ac,0,0,0,0
1189,dfe0c78b-b1b8-4656-95de-5246cd6933a6,0,0,0,0
118,fdff23d1-a3ed-419f-85be-5c1bfb07c8d1,0,0,0,0
1190,8bcf23ef-bfe8-49cd-8bc6-e811f758b21c,0,0,0,0
